Data;Õtem;Respons·vel;Curso;Valor
18/02/2021;CHAVES SOQUETE 10 A 32MM  24P- BELZER ITMA;Reenye;TÈcnico em MecatrÙnica;R$ 169,24 
18/02/2021;CHAVES SOQUETE 10 A 32MM  24P- BELZER ITMA;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 169,24 
13/02/2021;IMPRESSORA JATO DE TINTA A4 - WIRELESS HP;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 585,29 
09/02/2021;PRATELEIRA P/ESTATOR-ROTOR ELETRICID.TIRMIS;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 1.335,00 
09/02/2021;L√ÅPIS ELETR.P/ GRAVAR -VIBR./MIN -110V-BOSCH;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 78,00 
02/02/2021;REOSTATO  TIPO LSBORAT.200 OHMS  ELETELE;Reenye;TÈcnico em MecatrÙnica;R$ 605,79 
29/01/2021;MESA P/ PROFESSOR 1400X800X735MM;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 385,00 
29/01/2021;MESA P/ PROFESSOR 1400X800X735MM;Reenye;TÈcnico em MecatrÙnica;R$ 385,00 
28/01/2021;LUPA COM LUMINARIA 8X - ARTICULADA LP500;Reenye;TÈcnico em MecatrÙnica;R$ 92,00 
28/01/2021;ALICATE TERROMETRO DIGITAL MRT-100;Reenye;TÈcnico em EletrÙnica;R$ 1.942,50 
28/01/2021;FONTE DE ALIMENTA√á√ÉO AJUST. 0 A 30 FA3030;Reenye;TÈcnico em EletrÙnica;R$ 294,00 
28/01/2021;FONTE DE ALIMENTA√á√ÉO AJUST. 0 A 30 FA3030;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 294,00 
28/01/2021;FONTE DE ALIMENTA√á√ÉO AJUST. 0 A 30 FA3030;Reenye;TÈcnico em EletrÙnica;R$ 294,00 
28/01/2021;FONTE DE ALIMENTA√á√ÉO AJUST. 0 A 30 FA3030;Reenye;TÈcnico em MecatrÙnica;R$ 294,00 
28/01/2021;FONTE DE ALIMENTA√á√ÉO AJUST. 0 A 30 FA3030;Reenye;TÈcnico em MecatrÙnica;R$ 294,00 
22/01/2021;SISTEMA P/TREIN. AUTOMA√á√ÉO EL√âTRICA PREDIAL;Reenye;TÈcnico em EletrÙnica;R$ 5.000,00 
08/01/2021;ARM√ÅRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Reenye;TÈcnico em EletrÙnica;R$ 387,50 
08/01/2021;ARM√ÅRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Reenye;TÈcnico em EletrÙnica;R$ 387,50 
08/01/2021;ARM√ÅRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Reenye;TÈcnico em MecatrÙnica;R$ 387,50 
08/01/2021;ARM√ÅRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Reenye;TÈcnico em MecatrÙnica;R$ 387,50 
08/01/2021;ARM√ÅRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 387,50 
23/12/2020;TESTADOR DE P/ CABOS UTP/STP/COAX-F IDEAL;Reenye;TÈcnico em MecatrÙnica;R$ 1.220,00 
23/12/2020;TESTADOR DE P/ CABOS UTP/STP/COAX-F IDEAL;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 1.220,00 
22/12/2020;PROTOBOARD - 1600 PONTOS TOYO MSB400;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 37,10 
22/12/2020;PROTOBOARD - 1600 PONTOS TOYO MSB400;Reenye;TÈcnico em MecatrÙnica;R$ 37,10 
22/12/2020;PROTOBOARD - 1600 PONTOS TOYO MSB400;Reenye;TÈcnico em EletrÙnica;R$ 37,10 
22/12/2020;PROTOBOARD - 1600 PONTOS TOYO MSB400;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 37,10 
22/12/2020;TERM√îMETRO DIGITAL C/MIRA LASER ICEL TD961;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 133,00 
22/12/2020;TERR√îMETRO DIGITAL ICEL TR4200;Reenye;TÈcnico em EletrÙnica;R$ 315,00 
19/12/2020;ALICATE BOMBA D√ÅGUA 250MM (10P);Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 11,38 
16/12/2020;SACA POLIA C/ 3 GARRAS ARTICULADAS GEDORE;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 400,00 
16/12/2020;MEDIDOR CONSUMO ENERGIA TRIF√ÅSICO ACTARIS;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 442,00 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Reenye;TÈcnico em EletrÙnica;R$ 36,30 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 36,30 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Reenye;TÈcnico em EletrÙnica;R$ 36,30 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 36,30 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Reenye;TÈcnico em EletrÙnica;R$ 36,30 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 36,30 
10/12/2020;JOGO CHAVES COMBINADAS 6A32MM TRAMONTINA;Reenye;TÈcnico em MecatrÙnica;R$ 287,90 
10/12/2020;JOGO CHAVES COMBINADAS 1/4A1.1/4P TRAMONTINA;Reenye;TÈcnico em MecatrÙnica;R$ 189,90 
10/12/2020;REBITADOR POP 4 PONTAS FEELING;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 9,90 
05/12/2020;VARIADOR DE TENS√ÉO MONOF√ÅSICO POLITERM;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 371,00 
01/12/2020;MOTOR TRIFASICO DE INDU√á√ÉO KCEL ME1977;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 217,59 
01/12/2020;MOTOR TRIFASICO DE INDU√á√ÉO KCEL ME1977;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 217,59 
27/11/2020;ALICATE UNIVERSAL 8P VONDER;Reenye;TÈcnico em EletrÙnica;R$ 17,90 
27/11/2020;ALICATE UNIVERSAL 8P VONDER;Reenye;TÈcnico em MecatrÙnica;R$ 17,90 
27/11/2020;ALICATE UNIVERSAL 8P VONDER;Reenye;TÈcnico em MecatrÙnica;R$ 17,90 
27/11/2020;JOGO CHAVE FIXA 12 PE√áAS 6 A 32MM - VONDER;Reenye;TÈcnico em EletrÙnica;R$ 92,00 
27/11/2020;JOGO CHAVE FIXA 12 PE√áAS 6 A 32MM - VONDER;Reenye;TÈcnico em EletrÙnica;R$ 92,00 
26/11/2020;ARM√ÅRIO M√âDIO 800X1000X500MM-L-022-SCARPARO;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 387,00 
26/11/2020;ARM√ÅRIO M√âDIO 800X1000X500MM-L-022-SCARPARO;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 387,00 
26/11/2020;ARM√ÅRIO M√âDIO 800X1000X500MM-L-022-SCARPARO;Reenye;TÈcnico em EletrÙnica;R$ 387,00 
26/11/2020;ARM√ÅRIO M√âDIO 800X1000X500MM-L-022-SCARPARO;Reenye;TÈcnico em EletrÙnica;R$ 387,00 
24/11/2020;ALICATE CRIMPADOR 2 EM 1 7.1/2P/ RJ45 -VONDER;Reenye;TÈcnico em EletrÙnica;R$ 30,35 
24/11/2020;MARRETA 1KG-CABO DE FIBRA DE VIDRO-GEDORE;Reenye;TÈcnico em MecatrÙnica;R$ 131,00 
11/11/2020;QUADRO BRANCO MAGN√âTICO - CORTIARTE;Reenye;TÈcnico em EletrÙnica;R$ 234,30 
10/11/2020;SERRA TICOTICO - MANUAL 110V 400W-MAKITA;Reenye;TÈcnico em EletrÙnica;R$ 249,00 
06/11/2020;ESTA√á√ÉO ANAL. RETRABALHO SMD 110V-TOYO;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 630,00 
06/11/2020;ESTA√á√ÉO DE DESSOLDAGEM TS-700 110V- TOYO;Reenye;TÈcnico em EletrÙnica;R$ 806,00 
06/11/2020;ESTA√á√ÉO DE DESSOLDAGEM TS-700 110V- TOYO;Reenye;TÈcnico em MecatrÙnica;R$ 806,00 
06/11/2020;ESTA√á√ÉO SOLDAGEM DIG.200A450GRAUS C-TOYO;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 145,00 
04/11/2020;CADEIRA C/P√âS TRAPEZOIDAIS PRETA-STILOFLEX;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 97,80 
04/11/2020;CADEIRA C/P√âS TRAPEZOIDAIS PRETA-STILOFLEX;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 97,80 
04/11/2020;CADEIRA C/P√âS TRAPEZOIDAIS PRETA-STILOFLEX;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 97,80 
04/11/2020;CADEIRA FIXA POLIPROPILENO AZUL - STILOFLEX;Reenye;TÈcnico em EletrÙnica;R$ 57,00 
04/11/2020;CADEIRA GIRAT.C/BRA√áOS REG.PRETA-STILOFLEX;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 230,00 
04/11/2020;CADEIRA GIRAT.S/BRA√áOS REG.PRETA-STILOFLEX;Reenye;TÈcnico em MecatrÙnica;R$ 191,00 
04/11/2020;CADEIRA GIRAT.S/BRA√áOS REG.PRETA-STILOFLEX;Reenye;TÈcnico em MecatrÙnica;R$ 191,00 
04/11/2020;CADEIRA GIRAT.S/BRA√áOS REG.PRETA-STILOFLEX;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 191,00 
04/11/2020;CADEIRA GIRAT.S/BRA√áOS REG.PRETA-STILOFLEX;Reenye;TÈcnico em MecatrÙnica;R$ 191,00 
04/11/2020;CADEIRA GIRAT.S/BRA√áOS REG.PRETA-STILOFLEX;Reenye;TÈcnico em EletrÙnica;R$ 191,00 
04/11/2020;SOF√Å DE 2 LUGARES P/ RECEP. PRETO -STILOFLEX;Reenye;TÈcnico em EletrÙnica;R$ 460,00 
04/11/2020;CADEIRA GIRAT. S/ BRA√áOS ROYAL -STILOFLEX;Reenye;TÈcnico em EletrÙnica;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRA√áOS ROYAL -STILOFLEX;Reenye;TÈcnico em MecatrÙnica;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRA√áOS ROYAL -STILOFLEX;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRA√áOS ROYAL -STILOFLEX;Reenye;TÈcnico em EletrÙnica;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRA√áOS ROYAL -STILOFLEX;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRA√áOS ROYAL -STILOFLEX;Reenye;TÈcnico em MecatrÙnica;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRA√áOS ROYAL -STILOFLEX;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 188,00 
04/11/2020;CADEIRA GIRAT√ìRIA C/BRA√áO -ROYAL -STILOFLEX;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 215,00 
04/11/2020;CADEIRA GIRAT√ìRIA C/BRA√áO -ROYAL -STILOFLEX;Reenye;TÈcnico em EletrÙnica;R$ 215,00 
04/11/2020;CADEIRA GIRAT√ìRIA C/BRA√áO -ROYAL -STILOFLEX;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 215,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;TÈcnico em EletrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;TÈcnico em MecatrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;TÈcnico em EletrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;TÈcnico em EletrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;TÈcnico em MecatrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;TÈcnico em MecatrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;TÈcnico em EletrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;TÈcnico em MecatrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;TÈcnico em EletrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;TÈcnico em EletrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;TÈcnico em EletrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;TÈcnico em EletrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;TÈcnico em MecatrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;TÈcnico em MecatrÙnica;R$ 113,00 
03/11/2020;CADEIRA GIRAT.C/ BRA√áO TEC.AZ.ROYAL-STILOFLEX;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 215,00 
31/10/2020;MICRO RETIFICA 120V 013 030 C/10PC 0AT - SKIL;Reenye;TÈcnico em MecatrÙnica;R$ 165,90 
27/10/2020;ESTANTE-06PRATELEIRA DE A√áO  -SCHEFFER;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 180,00 
27/10/2020;ESTANTE-06PRATELEIRA DE A√áO  -SCHEFFER;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 180,00 
24/10/2020;FURADEIRA IMPACTO 13MM -1/2 -560W. - METABO;Reenye;TÈcnico em EletrÙnica;R$ 160,00 
24/10/2020;SOPRADOR T√âRMICO 1500W HE2000 110V-MAKITA;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 197,00 
24/10/2020;SOPRADOR T√âRMICO 1500W HE2000 110V-METABO;Reenye;TÈcnico em EletrÙnica;R$ 197,00 
17/10/2020;ESCADA DUPLA 06DEGR.C/PLATAF.-2,00M-SINTESE;Reenye;TÈcnico em MecatrÙnica;R$ 330,90 
09/10/2020;MICROCOMPUTADOR HD 160GB FDD 3,5POSITIVO;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 866,80 
09/10/2020;MONITOR DE VIDEO COLOR LCD POSITIVO;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 481,75 
30/09/2020;MICROCOMPUTADOR HD 160GB FD 3,5-POSITIVO;Reenye;TÈcnico em EletrÙnica;R$ 998,59 
30/09/2020;MICROCOMPUTADOR HD 160GB FD 3,5-POSITIVO;Reenye;TÈcnico em MecatrÙnica;R$ 998,59 
30/09/2020;MONITOR DE VIDEO COLOR LCD 17- POSITIVO;Reenye;TÈcnico em MecatrÙnica;R$ 481,75 
16/07/2020;CADEIRA P/ SALA DE AULA DC-1307;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 69,79 
11/07/2020;CADEIRA P/ SALA DE AULA DC-1307;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 69,79 
01/07/2020;CADEIRA P/ SALA DE AULA DC-1307;Reenye;TÈcnico em MecatrÙnica;R$ 69,79 
26/06/2020;CADEIRA P/ SALA DE AULA DC-1307;Reenye;TÈcnico em EletrÙnica;R$ 69,79 
12/05/2020;CADEIRA P/ SALA DE AULA DC-1307;Reenye;TÈcnico em MecatrÙnica;R$ 69,79 
22/04/2020;CADEIRA P/ SALA DE AULA DC-1307;Reenye;TÈcnico em MecatrÙnica;R$ 69,79 
17/04/2020;CADEIRA P/ SALA DE AULA DC-1307;Reenye;TÈcnico em EletrÙnica;R$ 69,79 
12/04/2020;CADEIRA P/ SALA DE AULA DC-1307;Reenye;TÈcnico em EletrÙnica;R$ 69,79 
14/02/2020;PORTA PIN√áA ISO 40 ER 40 - 04 A 26MM - VERTEX;Reenye;TÈcnico em EletrÙnica;R$ 1.427,00 
17/01/2020;PAQU√çMETRO QUADRID.UNIV. 150MM-0,05MM;Reenye;TÈcnico em EletrÙnica;R$ 43,00 
24/12/2019;CADEIRA P/ SALA DE AULA DC-1307;Reenye;TÈcnico em MecatrÙnica;R$ 14,26 
19/12/2019;CADEIRA P/ SALA DE AULA DC-1307;Reenye;TÈcnico em EletrÙnica;R$ 14,26 
19/12/2019;MICROMETRO M.EXT.-0A25MM--PANTEC-13200-25;Reenye;TÈcnico em EletrÙnica;R$ 49,00 
17/12/2019;MORSA DE BANCADA N¬∫ 5 -BRASFIXO  MOD:MBN5;Reenye;TÈcnico em EletrÙnica;R$ 975,00 
11/12/2019;MORSA FIXA 160MM P/M√ÅQ. ALBAFER -MOD: 0993;Reenye;TÈcnico em MecatrÙnica;R$ 993,60 
09/12/2019;CADEIRA P/ SALA DE AULA DC-1307;Reenye;TÈcnico em MecatrÙnica;R$ 14,26 
04/12/2019;CADEIRA P/ SALA DE AULA DC-1307;Reenye;TÈcnico em MecatrÙnica;R$ 14,26 
09/11/2019;CADEIRA P/ SALA DE AULA DC-1307;Reenye;TÈcnico em EletrÙnica;R$ 14,26 
09/11/2019;ALICATE PRENSA TERMINAIS;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 49,90 
01/11/2019;TARRAXA M.P/ TB. 1/2 A 2 POL CARACOL T3C NPT;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 1.064,00 
05/10/2019;CADEIRA P/ SALA DE AULA DC-1307;Reenye;TÈcnico em EletrÙnica;R$ 14,26 
28/09/2019;TRANSPALETE HIDR√ÅULICO MANUAL LARGO -NT;Reenye;TÈcnico em MecatrÙnica;R$ 689,00 
25/09/2019;CADEIRA P/ SALA DE AULA DC-1307;Reenye;TÈcnico em MecatrÙnica;R$ 14,26 
20/09/2019;CADEIRA P/ SALA DE AULA DC-1307;Reenye;TÈcnico em EletrÙnica;R$ 14,26 
11/08/2019;CADEIRA P/ SALA DE AULA DC-1307;Reenye;TÈcnico em EletrÙnica;R$ 14,26 
13/07/2019;M√ìDULO PADR√ÉO RACK 19P -44 U CEMAR-440X770;Reenye;TÈcnico em EletrÙnica;R$ 2.671,00 
08/05/2019;VENTILADOR DE COLUNA VENTISILVA;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 331,17 
23/04/2019;TRANSFERIDOR ANGULOS C/REGUA STARRETT;Reenye;TÈcnico em EletrÙnica;R$ 105,71 
13/04/2019;BLOCOS PADRAO 56 PECAS TESA RSD-M-46;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 1.526,67 
03/04/2019;MICROMETRO INT. 3 CONT. 14 A 17MM TESA;Reenye;TÈcnico em EletrÙnica;R$ 381,74 
07/03/2019;ARMARIO BALC√ÉO POST FORM -1160X900X600MM;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 750,00 
12/02/2019;EXTRATOR DE PARAFUSO C/5 PECAS COCACO;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 22,30 
24/11/2018;MICROMETRO INTERNO 30 A 35MM MITUTOYO;Reenye;TÈcnico em EletrÙnica;R$ 270,86 
30/09/2018;MICROMETRO INTERNO 05 A 25 MM MITUTOYO;Reenye;TÈcnico em EletrÙnica;R$ 182,18 
05/09/2018;MICROMETRO INT 16 A 20MM MITUTOYO C/ANE;Reenye;TÈcnico em MecatrÙnica;R$ 182,18 
06/08/2018;CEPO PARA BANCADA DF 266;Reenye;TÈcnico em MecatrÙnica;R$ 182,18 
22/07/2018;ESQUADRO DE ENCOSTO 70X100MM B.R.C.;Reenye;TÈcnico em MecatrÙnica;R$ 182,18 
17/06/2018;ESQUADRO DE ENCOSTO 70X100MM B.R.C.;Reenye;TÈcnico em MecatrÙnica;R$ 182,18 
23/05/2018;MICROMETRO INT.5-30MM 145-185 MITUTOYO;Reenye;TÈcnico em EletrÙnica;R$ 182,18 
13/04/2018;MICROMETRO EXT.0 A 25MM MMZB FWP IT-82;Reenye;TÈcnico em MecatrÙnica;R$ 182,18 
29/03/2018;MICROMETRO EXT.0 A 25MM MMZB FWP IT-82;Reenye;TÈcnico em EletrÙnica;R$ 182,18 
24/03/2018;MICROMETRO EXT.0 A 25MM MMZB FWP IT-82;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 182,18 
17/02/2018;PAQUIMETRO 0,02 TESA SUICA IT-70;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 182,18 
12/02/2018;PAQUIMETRO 0,02 TESA SUICA IT-70;Reenye;TÈcnico em MecatrÙnica;R$ 182,18 
07/02/2018;PAQUIMETRO 0,02 TESA SUICA IT-70;Reenye;TÈcnico em EletrÙnica;R$ 182,18 
31/01/2018;PAQUIMETRO QUADRIMENSIONAL 152MM;Reenye;TÈcnico em EletrÙnica;R$ 59,00 
31/01/2018;PAQUIMETRO QUADRIMENSIONAL 152MM;Reenye;TÈcnico em MecatrÙnica;R$ 59,00 
31/01/2018;PAQUIMETRO QUADRIMENSIONAL 152MM;Reenye;TÈcnico em MecatrÙnica;R$ 59,00 
31/01/2018;PAQUIMETRO QUADRIMENSIONAL 152MM;Reenye;TÈcnico em MecatrÙnica;R$ 59,00 
18/01/2018;PAQUIMETRO UNIVERSAL 6P MITUTOYO;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 182,18 
08/01/2018;PAQUIMETRO UNIVERSAL 6P MITUTOYO;Reenye;TÈcnico em EletrÙnica;R$ 182,18 
29/12/2017;MICROMETRO EXTERNO 0 A 25MM MITUTOYO;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 182,18 
09/12/2017;MORSA DE BANCADA REF.200/5 FORJASUL;Reenye;TÈcnico em MecatrÙnica;R$ 182,18 
30/10/2017;PLACA UNIVERSAL 3 CASTANHAS CUSHMAN;Reenye;TÈcnico em MecatrÙnica;R$ 382,18 
30/09/2017;FIEIRA P AMERICANA 0 36 281ASWG STARRET;Reenye;TÈcnico em EletrÙnica;R$ 182,18 
20/09/2017;MICROMETRO PROF 0 A 75MM STARRETT;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 182,18 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;TÈcnico em MecatrÙnica;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;TÈcnico em MecatrÙnica;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;TÈcnico em MecatrÙnica;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;TÈcnico em EletrÙnica;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;TÈcnico em EletrÙnica;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;TÈcnico em MecatrÙnica;R$ 125,84 
26/08/2017;SERRA VAI VEM HIDRAULICA M FRANHO S 500;Reenye;TÈcnico em MecatrÙnica;R$ 382,18 
11/08/2017;CALIBRADOR P ANGULOS DE BROCAS CSE N 68;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 182,18 
03/05/2017;MICROMETRO INTERNO BAF 2 8 A 10MM ANEIS;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 182,18 
19/03/2017;REGUA DE FIO TRIANGULAR TESA 100MM;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 182,18 
04/03/2017;REGUA DE FIO TRIANGULAR TESA 100MM;Reenye;TÈcnico em EletrÙnica;R$ 182,18 
07/02/2017;CALIBRE DE BOCA AJUSTAVEL 25 5 32MM;Reenye;TÈcnico em MecatrÙnica;R$ 182,18 
08/01/2017;CEPO PARA BANCADA;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 182,18 
30/11/2016;CADEIRA PARA SALA DE AULA DC-1307;Reenye;TÈcnico em EletrÙnica;R$ 54,86 
30/11/2016;CADEIRA PARA SALA DE AULA DC-1307;Reenye;TÈcnico em EletrÙnica;R$ 54,86 
30/11/2016;CADEIRA PARA SALA DE AULA DC-1307;Reenye;TÈcnico em EletrÙnica;R$ 54,86 
30/11/2016;CADEIRA PARA SALA DE AULA DC-1307;Reenye;TÈcnico em EletrÙnica;R$ 54,86 
30/11/2016;CADEIRA PARA SALA DE AULA DC 1307;Reenye;TÈcnico em MecatrÙnica;R$ 61,76 
30/11/2016;MATRIZ DE CONTATO PROTOBOARD TKN PL-553;Reenye;TÈcnico em MecatrÙnica;R$ 59,24 
30/11/2016;MATRIZ DE CONTATO PROTOBOARD TKN PL-553;Reenye;TÈcnico em EletrÙnica;R$ 59,24 
31/05/2016;CADEIRA PARA SALA DE AULA DC-1307.;Reenye;TÈcnico em EletrÙnica;R$ 17,40 
31/05/2016;CADEIRA PARA SALA DE AULA DC-1307.;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 17,40 
31/05/2016;CADEIRA PARA SALA DE AULA DC-1307.;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 17,40 
31/05/2016;CADEIRA PARA SALA DE AULA DC-1307.;Reenye;TÈcnico em MecatrÙnica;R$ 17,40 
30/09/2015;OSCILOSCOPIO DUPLO TRACO 7025A TOPWARD;Reenye;TÈcnico em Desenvolvimento de Sistemas;R$ 1.008,28 
30/09/2015;OSCILOSCOPIO DUPLO TRACO 7025A TOPWARD;Reenye;TÈcnico em EletrÙnica;R$ 1.008,28 
30/04/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;TÈcnico em MecatrÙnica;R$ 57,53 
30/04/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;TÈcnico em EletrÙnica;R$ 60,99 
30/04/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;TÈcnico em MecatrÙnica;R$ 60,99 
30/04/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;TÈcnico em EletrÙnica;R$ 60,99 
30/04/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;TÈcnico em MecatrÙnica;R$ 60,99 
30/04/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;TÈcnico em EletrÙnica;R$ 60,99 
30/04/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;TÈcnico em MecatrÙnica;R$ 60,99 
